ID,Renta_secc,n,distance,feature_x,feature_y,nearest_x,nearest_y
02012_AM,"10087","1",5839.805527573774270,565509.975814901757985,4313494.893469382077456,559945.492832463467494,4311722.929096705280244
02019_AM,"10003","1",3271.209883566407370,530942.910749179078266,4311248.381990990601480,529373.308229625690728,4308378.336341013200581
02021_AM,"10047","1",3088.439794295052252,639183.771559493034147,4335770.241479383781552,637946.516652119811624,4338600.022505747154355
02024_AM,"9614","1",3264.728276190659926,636276.444208113942295,4351877.030233724974096,639193.213265374884941,4350410.432475659064949
"02025","10587","1",32.218567194361256,673020.442232524510473,4286272.410707802511752,672988.689172941027209,4286277.867747214622796
"02029","11304","1",1571.662458399823208,618280.652603441732936,4303894.149769591167569,619719.068197612650692,4304527.461273978464305
"02030","10192","1",8.776351471726176,578907.986553765600547,4256648.081322568468750,578899.284041559789330,4256649.217379989102483
02033_AM,"9498","1",1912.554753666129045,637077.304649370256811,4289000.116567087359726,635703.558045004843734,4287669.445325658656657
02034_AM,"11664","1",3128.004984240425983,619255.447452665888704,4346643.968819742091000,617724.054370190482587,4343916.469890616834164
02035_AM,"9887","1",1343.119560490907133,578224.981303702690639,4334838.671344107016921,577184.346018164069392,4333989.525681534782052
"02037","9849","1",2564.693639311561128,615751.189587511587888,4257920.982348158955574,613405.491258633090183,4256883.990152710117400
"02045","10167","1",2646.119219294894265,602332.346524924621917,4343385.298061332665384,604472.884729708195664,4341829.649284589104354
"02053","8750","1",1636.204663682731962,547455.692291637416929,4326430.311846517026424,547907.372233600006439,4328002.937336417846382
02063_AM,"13651","1",1339.873402150187303,583313.496998738381080,4288745.281532180495560,584475.199950815760531,4288077.668631672859192
02067_AM,"10474","1",6017.294133185481769,546220.951737981289625,4265331.352091114036739,542979.172613722505048,4270400.740298263728619
"0206901","9621","1",2414.281063747532698,577569.485107394168153,4338782.141123306937516,577780.114037055172957,4341187.216695666313171
"0206902","9913","1",1666.696534073477778,564832.234697811305523,4333708.455170917324722,563272.930455008288845,4333119.857162876985967
"0206903","7664","1",21.186793072515734,570029.173948118346743,4344307.060887414962053,570017.871693610795774,4344324.981245774775743
02072_AM,"9592","1",8336.852498980981181,593179.495813283487223,4257491.360952530056238,592031.118481506826356,4249233.980066702701151
02073_AM,"9393","1",3664.223312188346881,590071.669285310897976,4345428.232512439601123,586408.169204318430275,4345501.031126112677157
"02074","9098","1",2782.769525521413925,616316.548790954635479,4275488.948662349022925,614470.159983623889275,4277570.931996656581759
02075_AM,"9938","1",3784.208121604722237,611741.681175375822932,4336618.466998575255275,610819.770661772112362,4340288.659379435703158
"02079","9226","1",1155.178251753080531,624883.769996741204523,4357608.870364819653332,625953.824874153011478,4357173.647028300911188
"0208101","11655","1",4112.140731294478428,527413.534392887144350,4331700.876140181906521,531514.838926288764924,4331402.543241777457297
"0208102","8712","1",2904.754141221450027,526964.317597605288029,4346041.182050290517509,525073.053905292181298,4343836.478381521999836
"0208103","9165","1",1384.731615301606553,541523.200037184637040,4349363.826170255430043,542829.924920223304071,4348905.621274533681571
"0208104","9213","1",3243.908831155781627,544657.921520478092134,4339666.955652907490730,547559.396807691548020,4341117.605735642835498
02086_AM,"8654","1",3876.220783000546817,560796.449557536863722,4235346.583921671845019,559918.501477392506786,4239122.069946958683431
"02901","9884","1",4433.308977765735108,608094.733281658962369,4292869.076345533132553,610779.710867987247184,4289341.311634947545826
03002_AM,"12314","1",4720.443723520880667,707823.751045220182277,4262097.212108196690679,709721.706423805560917,4266419.289655838161707
03005_AM,"8636","1",1067.523377344244409,685249.488224030937999,4231150.760529953055084,684510.817645975272171,4231921.456279449164867
03006_AM,"8946","1",651.149918912139469,760640.422655449248850,4292103.254475171677768,759989.902778631076217,4292131.891981413587928
"0300901","11670","1",214.335323372929537,719802.189197347965091,4286313.369993250817060,719720.876682494534180,4286511.682639780454338
"0300902","10775","1",293.547755451662454,719579.648992077796720,4285259.763267499394715,719708.830968239693902,4285523.358225276693702
"0300903","9511","1",195.172774051695484,718279.363104780903086,4285385.688224862329662,718100.739631999633275,4285307.036672413349152
"0300904","12457","1",143.651353152241484,718878.428608493180946,4286054.473635481670499,718964.195089040906169,4286169.711745831184089
"0300905","10780","1",123.501657974898947,718970.056233965442516,4286781.946830254048109,719093.494249355862848,4286785.911156050860882
"0300906","12921","1",53.692607610473026,719389.451957976911217,4286883.581201876513660,719335.772042258060537,4286882.413828573189676
"0300907","9757","1",119.619524308329161,720071.777668564231135,4287194.274584897793829,719973.061061622342095,4287126.718222431838512
"0300908","15074","1",49.607356076995728,715900.196893991320394,4284390.366424261592329,715859.950509930029511,4284361.364383868873119
"03011","10078","1",296.136542362168314,753551.063475600094534,4274091.548233395442367,753376.619570872862823,4274330.851755780167878
"03012","8067","1",0.305661510199472,694157.947033311356790,4215220.917823993600905,694157.765022816834971,4215221.163386895321310
03013_AM,"9615","1",4210.906924128168612,677042.375259088934399,4242525.311251900158823,674424.636919874232262,4245823.671922153793275
"0301401","21703","1",158.252574902046291,719559.662508084438741,4246597.570638309232891,719536.550203800085001,4246754.126375520601869
"0301402","10502","1",92.881609695064839,719788.524569900473580,4247887.478920972906053,719835.805412849760614,4247807.531967875547707
"0301403","13042","1",86.493442544278238,720731.045575813972391,4249113.953879848122597,720743.906831475789659,4249199.485766919329762
"0301404","8084","1",913.827504988814098,721720.970272612757981,4255906.144712072797120,722592.966106346808374,4255632.824433233588934
"0301405","10172","1",212.746889153100085,719136.420897952630185,4249816.525172499939799,719338.605003184988163,4249750.322253865189850
"0301406","10322","1",646.335818233783243,717360.559545968659222,4249227.493539540097117,717954.983280592365190,4249481.285607280209661
"0301407","8382","1",512.547016334239174,716318.398965946515091,4247868.958410905674100,715895.275103239691816,4248158.217189097777009
"0301408","10206","1",789.469350358300176,711655.803379641729407,4249594.831260677427053,712079.485588720533997,4250260.980824112892151
"0301501","8039","1",548.140997354221440,692216.194578052265570,4219515.389182101935148,691747.554103293921798,4219231.074816656298935
"0301502","8135","1",627.147721980647702,694865.691471635131165,4214175.678410290740430,694238.571460598264821,4214169.782908392138779
"0301801","10622","1",177.288702752026211,756880.051557928672992,4276282.511273987591267,756778.360029771225527,4276137.286905424669385
"0301802","7550","1",100.337174708046618,756644.111329479375854,4276449.870134330354631,756701.990893120178953,4276531.830519524402916
"0301803","10582","1",1555.007403262490470,757046.045959603507072,4279444.456210636533797,757471.628546588355675,4280940.092358185909688
"0301901","11872","1",99.067829212248469,694974.037850274704397,4246402.932343345135450,695004.289990253513679,4246497.268141489475965
"0301902","10290","1",14.394000481827621,695356.995682710665278,4246753.624517394229770,695358.690665871137753,4246739.330662702210248
"0301903","7550","1",66.423942570749972,695359.503869822365232,4246003.120953285135329,695418.602811836171895,4246033.443472960963845
"0301904","9426","1",1557.045302171557523,693555.378083035466261,4244670.630384529009461,694480.152238437905908,4245923.300666172988713
"0302101","12315","1",202.286429846042694,703929.629222039831802,4288084.434920297935605,704031.890835802652873,4287909.900218732655048
"0302102","12681","1",11.017392752798314,701897.889708064496517,4286637.913327875547111,701889.774699912755750,4286630.461510260589421
03023_AM,"10221","1",1271.770118056230558,692335.525459931464866,4286647.522715944796801,691125.952747589908540,4286254.670215966179967
"03024","8741","1",66.151604438569748,690154.283278087037615,4216159.439339372329414,690212.849335317965597,4216128.681385762989521
03026_AM,"9317","1",1047.031996341828062,756976.510025491937995,4300223.035044006071985,757978.119198032771237,4300528.084329934790730
03028_AM,"11398","1",3202.780667951123633,736198.497920877649449,4298827.472843949683011,738667.184897040599026,4296787.034503610804677
"0303101","11846","1",224.394378085936978,750092.470960830105469,4269160.853566106408834,749994.133919104118831,4269362.553003738634288
"0303102","11541","1",386.976815229160934,753088.330471787601709,4270197.853139972314239,752790.298919075750746,4269951.016657431609929
"0303103","10323","1",202.983340970378720,751176.821677203872241,4271689.091186434030533,751287.161234065191820,4271859.465535745024681
"0303104","10029","1",429.684246182922266,747794.068030326627195,4271973.338547232560813,747702.349565507611260,4272393.119769572280347
03034_AM,"7822","1",968.745175205283999,697254.715686601237394,4219111.065951117314398,697781.341457300819457,4218297.965396377258003
03035_AM,"9870","1",1535.269106842317115,735552.965057843015529,4283973.975577643141150,736905.341048869304359,4284700.701392046175897
"0304101","9858","1",210.228126874581278,765404.500839945627376,4289623.422794249840081,765564.329413497587666,4289486.855256359092891
"0304102","8988","1",0.673904960006565,764219.800881080795079,4286977.561495024710894,764220.187002594931982,4286978.113815648481250
"03042","9194","1",0.341759150275044,773740.962938165059313,4290928.353930417448282,773741.300909140729345,4290928.404674247838557
"03043","11525","1",11.201398331279949,695991.986851787427440,4279737.533851303160191,695999.333703028853051,4279745.989328901283443
03044_AM,"9800","1",1020.549805698006708,687532.297909968998283,4213630.725548590533435,688501.556568871019408,4213311.257931994274259
"03046","9596","1",0.277958711977402,725116.571366257383488,4264555.562494366429746,725116.443003013380803,4264555.315950408577919
"0304701","9226","1",222.112646559824242,765136.869807536364533,4281755.233843421563506,765182.111914339591749,4281537.777687992900610
"0304702","8095","1",718.786659418905060,764918.661918390775099,4282666.414212161675096,765217.935865697800182,4282012.893465572968125
"03048","9844","1",27.072455667695770,751990.481293038930744,4282282.823710139840841,752017.145166097208858,4282287.509404262527823
"0304901","6325","1",445.646616988214703,685379.054868255858310,4221312.508326467126608,685670.217873799847439,4220975.128701362758875
"0304902","9654","1",939.884845097552102,686697.254277586704120,4222983.505785566754639,686189.849544576602057,4222192.352223378606141
"0305001","9678","1",683.957248179171529,729084.979234006837942,4260969.095673159696162,729407.315937906270847,4261572.334072680212557
"0305002","15746","1",245.668902759896383,726328.288877831073478,4253675.441565162502229,726202.129334876546636,4253886.242370437830687
"0305003","10362","1",371.645698822333145,731513.289706735638902,4260269.165289153344929,731801.492481908411719,4260503.813293269835413
"0305301","10684","1",253.521824155672164,702897.318333619157784,4274799.016228483058512,702871.586918174056336,4275051.228856205008924
"0305302","10866","1",11.683405597291435,702938.784498392837122,4271366.734004457481205,702940.544721199432388,4271355.183957616798580
"03055","8214","1",1251.851584429516379,692977.839833084377460,4224989.319346562959254,692300.209956177393906,4223936.727241632528603
"03056","14282","1",24.873687717003158,721899.309103176696226,4290728.867056448943913,721878.325641756295227,4290715.510609037242830
"03058","10036","1",510.241524095086959,684035.991673680837266,4223848.786955478601158,684545.752357900608331,4223870.933235858567059
"0305901","10148","1",105.179748254808658,691984.861675865016878,4235396.391435113735497,691883.959545012330636,4235426.082164851017296
"0305902","8480","1",44.776945682312302,691364.590720783802681,4235389.295366386882961,691319.847597391926683,4235391.035416321828961
"0305903","6278","1",181.457143911985469,691417.759406947647221,4235994.607190378010273,691375.441639076569118,4236171.060871549881995
"0305904","8202","1",168.395161025486743,691891.514856352587231,4236000.824255845509470,691751.304600952658802,4235907.561109118163586
"0305905","8342","1",989.173327794803072,691288.457578459638171,4234065.413043946959078,691493.647350960876793,4235033.070540007203817
"0306301","10421","1",578.793824127255903,762424.908338672132231,4305188.714976774528623,761881.313180069671944,4304989.952318330295384
"0306302","13306","1",587.708334515127262,772320.823772154515609,4301735.101000420749187,771992.799307095003314,4301247.452523768879473
"0306303","10873","1",1450.652783100415945,768429.868563388125040,4299593.530551239848137,769128.696513998787850,4298322.297688007354736
"0306304","10386","1",298.592090114068242,765494.549029074609280,4303654.234304758720100,765197.270409692078829,4303682.210343375802040
"03064","7283","1",92.213097216572677,696757.420039488235489,4223612.055093285627663,696848.275299522327259,4223627.821418869309127
"0306501","9575","1",7.668420310233264,702531.982424371642992,4238682.638741723261774,702532.666619705036283,4238675.000905197113752
"0306502","5255","1",128.548348606356228,702798.278468125732616,4237575.506367105059326,702863.012857197085395,4237464.447208090685308
"0306503","8164","1",145.670814660078605,700035.159678720985539,4239168.471858551725745,700050.036886492860503,4239023.562732087448239
"0306504","8547","1",13.526942874541177,699834.868082476896234,4238101.313021677546203,699837.372730611241423,4238088.019981346093118
"0306505","9639","1",130.501302104648460,700695.736012174398638,4237785.794802106916904,700664.620092874858528,4237659.057319817133248
"0306506","8048","1",94.666987658527574,700636.455928591196425,4236898.513772104866803,700730.509997576242313,4236909.268801611848176
"0306507","13798","1",1353.651684039600241,704455.915699236793444,4235720.804734275676310,703111.642104106722400,4235561.740649268031120
"0306601","8143","1",263.135992624787775,691926.756370899034664,4262049.057604338973761,691675.640540875494480,4262127.679423996247351
0306602_AD,"9873","1",25.938906881791436,689856.404796500108205,4260742.877451073378325,689830.780570643488318,4260738.849307646043599
"0306604","7071","1",134.735712145200836,692650.149447673466057,4259993.307907413691282,692742.492167611606419,4259895.193004357628524
"0306605","12282","1",103.490476486418970,692871.266812006244436,4261261.563685948960483,692832.299711451516487,4261357.437789844349027
"03069","9858","1",1008.530557638221694,743646.165360202896409,4273211.518755741417408,743240.726334007107653,4274134.965062641538680
"03070","8550","1",753.860464612772148,698491.568094824207947,4218678.964277696795762,699238.729291641968302,4218779.242620702832937
"0307101","9479","1",221.697550964664259,768181.877373349620029,4296120.359907869249582,768402.206189235323109,4296095.762814664281905
"0307102","8996","1",10.371393841761263,766684.074613968259655,4295502.400460015982389,766676.138520466280170,4295495.723317652009428
03074_AM,"8809","1",2493.043006760269236,679564.695984883001074,4224759.509908742271364,678470.795881325262599,4226999.743378046900034
"03076","9128","1",94.519055185854796,704455.777675900957547,4217363.407910109497607,704375.161318774451502,4217314.063662654720247
"03077","9682","1",0.275707944211008,684044.398396978969686,4242036.874291484244168,684044.667769837193191,4242036.815528113394976
"0307901","11249","1",109.055805057773881,711477.519819680834189,4278245.160813791677356,711514.266118444153108,4278347.839332207106054
"0307902","11285","1",162.757159426797074,711507.900622039567679,4277554.733515902422369,711370.925956828286871,4277642.641615841537714
"0307903","11893","1",58.571142153069658,712147.602828094386496,4277972.849756723269820,712201.841017397586256,4277994.958522275090218
"03081","9347","1",22.059434172476450,758145.218607119866647,4289052.636056663468480,758133.786954920622520,4289033.769791426137090
"0308201","9109","1",259.840001663541045,775014.658368259202689,4298231.995713852345943,775160.240197783103213,4298447.222936519421637
"0308202","10115","1",334.731632251318842,772383.975944260833785,4298479.014238155446947,772067.977371220709756,4298589.423329566605389
"0308203","10299","1",1951.049694580149435,775027.323939711786807,4295493.606559242121875,773432.627384178806096,4296617.678534914739430
"03083","11860","1",9.778332011863453,718760.459183810860850,4269948.316181455738842,718767.105376047198661,4269955.488622162491083
"03088","12074","1",38.365807112689893,701323.511183609603904,4251042.565104471519589,701361.241212959168479,4251049.520680701360106
"03089","9882","1",50.534618554220600,682219.445257853018120,4255428.120724906213582,682169.579945115256123,4255419.923270546831191
"0309001","9572","1",121.698875650354708,722881.251855789218098,4254585.168069886043668,722991.344330724212341,4254637.035818027332425
"0309002","10835","1",1114.919047075721892,720307.798019424779341,4257127.631979779340327,720831.984126226976514,4256143.623134815134108
03092_AM,"12063","1",1195.162016596910689,717298.130671031307429,4295989.110212669707835,716105.773407746222802,4296070.941762864589691
"03093","12245","1",110.335879647212678,693339.597788612707518,4251878.563207003287971,693239.049430881277658,4251923.994849005714059
"03094","9039","1",1142.564627679539853,750760.405773195205256,4276415.284313599579036,749769.903726053307764,4276984.810101455077529
"03095","9837","1",225.414573572071106,761738.722212208202109,4301894.672341166995466,761950.762217800365761,4301971.162641252391040
"03096","9909","1",26.221897154196036,703570.657026095548645,4278682.867535918019712,703593.452924122801051,4278695.826506691053510
03097_AM,"9590","1",1446.455975262542552,751951.290297321858816,4291989.461465251632035,750657.998833281686530,4292637.251614461652935
"0309901","13048","1",1209.076799162521411,687970.368632548023015,4216940.416361276060343,689179.411251618876122,4216949.507650699466467
"0309902","12651","1",30.437415772850606,679932.483429805142805,4216713.491435475647449,679953.308278939919546,4216735.689677240327001
"0309903","8910","1",255.357275585013753,679428.560305447899736,4217934.779075691476464,679243.938162285252474,4218111.193367766216397
"0309904","9544","1",310.702207446815351,680617.414068253478035,4218018.394570563919842,680773.678944381885231,4217749.848205477930605
"0309905","8269","1",4353.017604594814657,688472.179334598476999,4205736.698014215566218,684959.367502575390972,4208307.479082045145333
"0309906","9091","1",1436.177141212548577,680768.501287934370339,4214427.214457689784467,682165.821229020715691,4214759.030315032228827
"0309907","8809","1",980.400805033212237,677491.138761941227131,4226961.563973259180784,678470.795881325262599,4226999.743378046900034
"0309908","9155","1",807.032059529358776,683426.719691078644246,4219503.233265610411763,683581.644816698972136,4220295.255330050364137
"03101","10560","1",17.216020223288318,763288.160474419011734,4298223.029704270884395,763274.032781342160888,4298213.191023431718349
"0310201","10528","1",373.477079947873335,750507.458164134761319,4303142.554572140797973,750467.441527104121633,4302771.227495283819735
"0310202","9439","1",158.328579939313101,750364.919457998475991,4303524.967331256717443,750508.819548204541206,4303591.002952434122562
"0310203","9982","1",6.238939189672700,751725.229415375622921,4303427.852255588397384,751730.691997938556597,4303430.866314969956875
"0310401","7768","1",97.567551810358282,694638.865527050453238,4261747.556377958506346,694730.669113303767517,4261714.518086276017129
"0310402","10000","1",18.041189152716782,694271.716224770294502,4261530.308550708927214,694276.549323546700180,4261547.690313055180013
"0310403","9073","1",116.301608745421177,693313.259941058349796,4261798.087217763997614,693429.317783460719511,4261805.613266772590578
"0310404","12703","1",188.362491229446988,697873.595601248554885,4262874.474720564670861,698044.250042127911001,4262954.208589844405651
"03105","8924","1",1353.939373688585874,672077.497066511190496,4253400.241141133941710,671127.172162980074063,4252435.858226855285466
"03107","9583","1",717.016351570799657,747908.859503401909024,4278543.650590546429157,747492.105186702450737,4277960.188262771815062
"03109","8650","1",40.257476043116995,688506.713170090923086,4219787.526148994453251,688543.679437443031929,4219803.468528221361339
"03111","9281","1",175.668561250348205,682191.459075536229648,4221421.873550393618643,682046.654982696287334,4221521.328153648413718
03112_AM,"9810","1",1616.753317566406849,732551.345252351602539,4271137.872685525566339,731788.122789396787994,4272563.138542095199227
"0311301","8118","1",1098.329544349935531,700102.577828310430050,4216434.951084662228823,700481.697167053236626,4215404.127959687262774
"0311302","8442","1",404.491697068324356,699717.115661765215918,4217862.056074579246342,700101.104736855602823,4217989.201358441263437
"03114","8873","1",0.400688209340884,682826.538554337108508,4247280.888501673005521,682826.918305980274454,4247280.760674716904759
"03118","8818","1",1292.752894671492186,702170.424458053079434,4222262.090140002779663,700972.756964391330257,4221775.466444209218025
"0311901","9409","1",86.189544457760519,724221.884503108565696,4252999.549458665773273,724198.925356215448119,4253082.624816912226379
"0311902","14019","1",498.798147958059417,724555.155684320256114,4253889.862143964506686,724062.977242200402543,4253808.868480515666306
"03120","7723","1",26.854042197792914,692959.134870307752863,4205300.362831988371909,692934.791606648708694,4205289.025058980099857
"0312101",,"1",687.782461883158476,712126.496635071118362,4231237.996209017001092,711542.616529708029702,4230874.501040637493134
"0312102","9811","1",101.237131277998756,712810.175605014315806,4230195.547622814774513,712709.041963944560848,4230190.971227576956153
"0312201","9344","1",143.628982744410592,716074.603368995245546,4253122.791241671890020,715932.696617769543082,4253144.966873359866440
"0312202","10827","1",50.351445986432161,716543.593169108382426,4252234.114928161725402,716571.778110669460148,4252192.391107841394842
"0312203","12124","1",2473.630027437195167,715179.662867193808779,4256263.582903678528965,716396.105576939997263,4254109.722962423227727
03123_AM,"9983","1",3068.983597161087346,686429.686331717763096,4266619.122786081396043,689453.118187776883133,4267145.924581266939640
"03128","8654","1",1387.004866122174235,770827.795037948177196,4289404.620918188244104,770043.020873023080640,4290548.260725432075560
"0313301","8960","1",733.580885381034932,703138.740385095123202,4210675.918504590168595,703001.247671858989634,4211396.499290625564754
"0313302","8945","1",391.312447735807780,699936.191861179773696,4207059.074785439297557,699586.544873751583509,4207234.780266103334725
"0313303","8344","1",201.476269255150413,705241.369025967782363,4208123.078458307310939,705436.765221101115458,4208073.956019438803196
"03138","9832","1",96.126919069237687,759933.059520287555642,4304464.017599963583052,759850.888935462920927,4304513.901260207407176
"0313901","12415","1",160.900027945689970,741929.590330204111524,4266068.752830533310771,742045.774835138930939,4265957.442544369027019
"0313902","10152","1",141.761557705738738,741120.992872499744408,4265269.752483685500920,741028.026731015648693,4265162.730823351070285
"0313903","10216","1",2023.729845288331262,739555.490160998539068,4267239.371114720590413,740185.641722311615013,4269162.491364857181907
"03140","11109","1",34.676639003723082,681571.005637259921059,4278222.453335984610021,681536.438335637678392,4278219.701799840666354
"03901","10421","1",1.191448337714846,761880.253227241337299,4304989.408214348368347,761881.313180069671944,4304989.952318330295384
"03902","7684","1",936.126525065428041,690831.654612953425385,4196919.992037912830710,690102.012009493191727,4197506.468416078947484
"03903","9033","1",0.237324354122944,698009.751484323758632,4211123.025584544986486,698009.516076798317954,4211123.055686804465950
"04003","8383","1",1577.048768836591762,495509.612797083507758,4069592.720271608326584,493991.677656022831798,4070020.453514204826206
"04006","7757","1",1081.108909589491532,576418.930724486242980,4145143.789122609887272,577145.607248363550752,4145944.250054847914726
04011_AM,"10771","1",4245.696336825106300,532094.784649920067750,4082904.087119712494314,535961.572703215526417,4081150.836557065602392
"0401301","10146","1",41.624033603195414,547354.659707529121079,4077306.373792641796172,547354.598822994157672,4077347.997781716287136
"0401302","17461","1",145.084463019207561,547771.508959861006588,4077014.079163309652358,547741.221791378105991,4077155.967107952106744
"0401303","4189","1",813.731444444400040,543368.492955228779465,4078600.005624650511891,542910.664085973054171,4077927.286076730582863
"0401304","15199","1",53.443143866788688,548075.926017375895754,4077558.194267250597477,548027.469729197677225,4077580.736622104886919
"0401305","8744","1",273.836866917049576,545581.417303627240472,4079752.486679752357304,545631.012932937126607,4080021.794873530976474
"0401306","7438","1",259.918383196318189,548758.070399931049906,4079513.053308742120862,548971.046560713090003,4079364.060957052279264
"0401307","9314","1",289.069598526672621,552676.012719897087663,4077876.208346072118729,552751.240642444812693,4077597.099061988759786
"0401308","12101","1",2203.774353704384339,562665.566786491312087,4082342.603311555925757,564638.139735301141627,4083325.241273202467710
"04016","9651","1",2066.008554520396046,592798.750450493767858,4123490.790813599247485,591616.346730949357152,4125184.990563144441694
04017_AM,"8694","1",3789.852758821655243,583353.189190806355327,4138152.541781947482377,585696.943312224000692,4135174.320743829943240
"04024",,"1",664.342126386417931,546856.892367456224747,4085687.615554407238960,546280.826167131657712,4085356.710441519506276
"0402901","8023","1",460.861808194549553,506620.655033865652513,4078700.307180705945939,507045.917413190123625,4078877.917751854285598
"0402902","7583","1",1045.929183432870104,502935.768273074936587,4078790.560116211883724,502465.326416856958531,4079724.718730513937771
"04031","9043","1",2700.832756430120753,572592.917551175574772,4133078.623172005172819,569899.081713731284253,4133272.906622424256057
"04032","9647","1",103.190307771974418,594317.736030657892115,4095825.100626152474433,594216.450442455010489,4095844.835601208731532
"04035","8618","1",2460.309994212250331,604962.738905983744189,4131369.845173677895218,602547.859291699598543,4130899.226733606774360
"04038","9328","1",1177.416621429387533,515769.003366477438249,4078081.448168418370187,516689.165423086786177,4078816.030832245014608
04044_AM,"9043","1",1590.904719249881282,569760.416669562691823,4131688.056525015272200,569899.081713731284253,4133272.906622424256057
04045_AM,"10403","1",3117.734692820736200,517694.217162929184269,4112113.448756089899689,520708.131396478915121,4112911.315040390938520
04047_AM,"9231","1",1655.503270498071288,544927.152302015456371,4091349.134792502969503,543843.074874345562421,4090097.948471667245030
04048_AM,"9716","1",3882.190181275188934,585806.447726067854092,4118237.759452064987272,582740.949892451055348,4120619.801356751006097
"0404901","9203","1",34.492811648193353,603584.902394399046898,4115221.775253988802433,603550.961693014833145,4115215.628478821832687
"0404902","8747","1",96.826248142706064,603792.660778466844931,4117062.247527658008039,603752.163659010780975,4117150.198114041239023
04050_AM,"9961","1",3339.986113285370720,535069.267363023362122,4104512.409257085062563,533027.181992954458110,4101869.419552547857165
"04052","9554","1",1228.814643543845477,547625.484712820500135,4082490.711494253948331,546408.859263572259806,4082663.361268158536404
"04053","11758","1",3362.175789800880011,593827.253603128483519,4142964.161249581258744,594520.519050244474784,4139674.235861163586378
04057_AM,"8140","1",1339.260379255280668,511199.571100420551375,4094433.573407283984125,509869.469240077887662,4094277.216749107930809
04062_AM,"11010","1",1537.588011816441394,558440.571546158636920,4128518.747827037703246,558162.636542150052264,4127006.488250236492604
"04064","10298","1",2478.634665565819432,600723.029236059519462,4108151.395745638757944,600568.148585838382132,4105677.604770327452570
"0406601","9292","1",1154.421505701637443,572016.701476671150886,4088186.032830656040460,570939.788912904215977,4088601.903414885513484
"0406602","7973","1",0.146431709103574,584339.482904079020955,4085448.345129390247166,584339.430165681405924,4085448.481734320055693
"0406603","8362","1",3275.918065097977887,576058.920646603452042,4071730.233405832201242,579328.410553473164327,4071525.111690472345799
"04069","9455","1",861.783696300388328,561684.484688104828820,4137154.449768416117877,561484.693670497625135,4137992.754419776611030
04070_AM,"9661","1",2756.172111621140175,558130.249116134946235,4145613.582037711981684,559360.194636980537325,4148080.101594624109566
"04074","7994","1",237.499046421924646,553360.056897086906247,4088690.498828615061939,553530.558754114666954,4088855.831565244589001
"0407501","9270","1",1418.901725121674190,609757.201256251544692,4142455.826298240106553,608467.650991673697717,4143047.723435148596764
"0407502","10588","1",2170.614374770782433,614972.293807829497382,4137869.030702160671353,616977.687442758819088,4137038.390507523436099
"0407901","6051","1",776.426011307740623,533037.537693669088185,4069203.478042538277805,532302.493086319998838,4069453.571577525231987
"0407902","10379","1",811.739583434874362,534733.709323535789736,4070495.642565828748047,533925.337782406015322,4070569.511387441772968
04083_AM,"11940","1",1642.672057579988632,540648.401108044781722,4129438.361678383313119,540721.734213066287339,4127797.327326377853751
04086_AM,"8623","1",2780.375241728046149,578379.861730250064284,4105204.568278467748314,580906.309760882984847,4106365.407127458136529
04088_AM,"8017","1",5013.371207804552796,558214.899684362113476,4109810.060690162237734,555338.346348092891276,4105704.049027874600142
"04092","9850","1",215.816257103342394,545060.859773358446546,4139537.094960193149745,544921.206320344237611,4139701.635441204067320
"04093","7647","1",868.910481192483076,594238.667745020473376,4107172.902711136266589,593804.137273473315872,4106420.447600433137268
04098_AM,"10370","1",5656.112685929168038,572447.733421728946269,4176875.607291110791266,566983.518092746264301,4178336.415818755514920
"04099","9145","1",163.052093577119678,582588.372889647260308,4160785.540829961653799,582639.705909396172501,4160630.780026450753212
"0410001","10252","1",209.415769261273113,600488.068855908233672,4122954.794751496519893,600680.048747826949693,4123038.452898225747049
"0410002","6959","1",266.170679774573387,600062.675923576578498,4123247.068202144000679,599826.988946438068524,4123123.381179465912282
"0410003","10376","1",38.014534675862819,600630.577276891563088,4120534.062504642643034,600625.924679031246342,4120496.333759901113808
"0410004",,"1",675.276213073011149,604952.832353867241181,4120001.117019389756024,604664.284798250067979,4120611.639969072770327
"04101","8737","1",969.247276734007414,553552.883276367909275,4083307.262486555147916,553352.167026038281620,4082359.025559247471392
"04102","9107","1",1816.300103006779182,530275.219361155293882,4074129.824826836120337,530868.320503588998690,4075846.559255635831505
"04902","8771","1",859.834048129576445,519516.101086473034229,4066922.142190605867654,518717.913943994848523,4066602.436269632540643
"04903","6249","1",833.946960987141324,527482.008252479834482,4069911.648428562097251,527382.819614529260434,4069083.621165821794420
"04904","8493","1",65.842756302519206,506142.464345643762499,4070122.212796669919044,506109.218163455952890,4070179.045533076860011
05002_AM,"9298","1",1097.458027246254915,357103.440203318255953,4464019.334340914152563,356209.957038779743016,4463382.073047366924584
05013_AM,"10905","1",4482.343715233822877,326986.195636056188960,4457052.317967629060149,329154.563833612482995,4453129.361870331689715
05014_AM,"10437","1",358.054022607420620,320113.429171113297343,4449080.078651418909431,320099.765628089662641,4448722.285428037866950
"05016","11786","1",1303.626847809375931,355467.347893822647166,4545171.398151457309723,355809.301011190749705,4546429.377095578238368
"0501901","13919","1",34.122761146664317,352095.337615562253632,4506238.140199040994048,352071.571521042147651,4506262.625614690594375
"0501902","18201","1",167.018136333856205,356868.675294909044169,4501842.836742277257144,356704.642879889230244,4501874.275964392349124
